                                                                                                                                                                                                                           28 Feb 2022 17:12:23
Satellite-G1_ND


       Time (UTCG)          X-J2K (km)    Y-J2K (km)    Z-J2K (km)    Vx-J2K (km/sec)    Vy-J2K (km/sec)    Vz-J2K (km/sec)    LAT (deg)    LON (deg)    ALT (km)     Xsun-J2K     Ysun-J2K     Zsun-J2K     Xpm-Y2K      Ypm-J2K      Zpm-J2K 
 9 Nov 2028 04:44:00.000      1582.180     -3456.896      5553.692           4.460427          -4.680151          -4.173316       55.843      174.861     366.768    -0.683202    -0.669973    -0.290467    -0.492660     0.870221     0.001392
 9 Nov 2028 04:44:30.000      1715.039     -3595.246      5425.252           4.395976          -4.542307          -4.388540       53.956      175.661     366.370    -0.683199    -0.669975    -0.290469    -0.494563     0.869141     0.001398
 9 Nov 2028 04:45:00.000      1845.886     -3729.381      5290.431           4.326363          -4.399122          -4.598625       52.061      176.382     365.966    -0.683196    -0.669978    -0.290470    -0.496463     0.868057     0.001403
 9 Nov 2028 04:45:30.000      1974.569     -3859.142      5149.388           4.251668          -4.250762          -4.803324       50.161      177.033     365.558    -0.683193    -0.669981    -0.290472    -0.498361     0.866969     0.001408
 9 Nov 2028 04:46:00.000      2100.937     -3984.376      5002.288           4.171979          -4.097400          -5.002394       48.254      177.625     365.150    -0.683189    -0.669983    -0.290473    -0.500256     0.865876     0.001414
 9 Nov 2028 04:46:30.000      2224.839     -4104.937      4849.303           4.087388          -3.939215          -5.195600       46.343      178.166     364.742    -0.683186    -0.669986    -0.290475    -0.502149     0.864780     0.001419
 9 Nov 2028 04:47:00.000      2346.132     -4220.683      4690.613           3.997993          -3.776393          -5.382713       44.428      178.662     364.338    -0.683183    -0.669989    -0.290476    -0.504040     0.863679     0.001425
 9 Nov 2028 04:47:30.000      2464.672     -4331.477      4526.403           3.903898          -3.609123          -5.563512       42.509      179.119     363.941    -0.683180    -0.669991    -0.290477    -0.505928     0.862575     0.001430
 9 Nov 2028 04:48:00.000      2580.320     -4437.188      4356.868           3.805213          -3.437602          -5.737782       40.586      179.541     363.553    -0.683177    -0.669994    -0.290478    -0.507814     0.861466     0.001435
 9 Nov 2028 04:48:30.000      2692.940     -4537.692      4182.204           3.702053          -3.262031          -5.905316       38.660      179.933     363.176    -0.683174    -0.669997    -0.290479    -0.509697     0.860353     0.001441
 9 Nov 2028 04:49:00.000      2802.399     -4632.871      4002.618           3.594539          -3.082615          -6.065914       36.731     -179.703     362.814    -0.683170    -0.669999    -0.290481    -0.511578     0.859236     0.001446
 9 Nov 2028 04:49:30.000      2908.570     -4722.613      3818.320           3.482797          -2.899567          -6.219387       34.800     -179.362     362.469    -0.683167    -0.670002    -0.290482    -0.513456     0.858114     0.001451
 9 Nov 2028 04:50:00.000      3011.326     -4806.811      3629.528           3.366959          -2.713100          -6.365550       32.866     -179.042     362.143    -0.683164    -0.670005    -0.290482    -0.515332     0.856989     0.001457
 9 Nov 2028 04:50:30.000      3110.548     -4885.367      3436.462           3.247160          -2.523436          -6.504230       30.930     -178.741     361.838    -0.683161    -0.670008    -0.290483    -0.517206     0.855860     0.001462
 9 Nov 2028 04:51:00.000      3206.118     -4958.187      3239.350           3.123541          -2.330796          -6.635261       28.992     -178.458     361.557    -0.683158    -0.670011    -0.290484    -0.519077     0.854726     0.001467
 9 Nov 2028 04:51:30.000      3297.923     -5025.187      3038.425           2.996248          -2.135409          -6.758487       27.053     -178.189     361.303    -0.683155    -0.670014    -0.290485    -0.520946     0.853589     0.001473
 9 Nov 2028 04:52:00.000      3385.857     -5086.287      2833.921           2.865432          -1.937506          -6.873761       25.111     -177.933     361.077    -0.683151    -0.670017    -0.290486    -0.522812     0.852447     0.001478
 9 Nov 2028 04:52:30.000      3469.816     -5141.415      2626.080           2.731245          -1.737320          -6.980944       23.169     -177.689     360.881    -0.683148    -0.670020    -0.290486    -0.524675     0.851301     0.001483
 9 Nov 2028 04:53:00.000      3549.700     -5190.505      2415.146           2.593849          -1.535088          -7.079910       21.225     -177.456     360.717    -0.683145    -0.670023    -0.290487    -0.526536     0.850151     0.001488
 9 Nov 2028 04:53:30.000      3625.416     -5233.502      2201.369           2.453404          -1.331051          -7.170540       19.279     -177.232     360.587    -0.683142    -0.670026    -0.290488    -0.528395     0.848997     0.001494
 9 Nov 2028 04:54:00.000      3696.875     -5270.353      1984.998           2.310078          -1.125451          -7.252726       17.333     -177.016     360.492    -0.683138    -0.670029    -0.290488    -0.530251     0.847839     0.001499
 9 Nov 2028 04:54:30.000      3763.994     -5301.016      1766.290           2.164041          -0.918531          -7.326369       15.386     -176.807     360.433    -0.683135    -0.670032    -0.290489    -0.532104     0.846677     0.001504
 9 Nov 2028 04:55:00.000      3826.692     -5325.454      1545.502           2.015465          -0.710536          -7.391384       13.438     -176.605     360.413    -0.683132    -0.670035    -0.290489    -0.533955     0.845511     0.001509
 9 Nov 2028 04:55:30.000      3884.898     -5343.640      1322.894           1.864528          -0.501715          -7.447693       11.489     -176.407     360.432    -0.683128    -0.670038    -0.290490    -0.535804     0.844341     0.001515
 9 Nov 2028 04:56:00.000      3938.542     -5355.551      1098.729           1.711409          -0.292314          -7.495230        9.540     -176.214     360.491    -0.683125    -0.670042    -0.290490    -0.537650     0.843167     0.001520
 9 Nov 2028 04:56:30.000      3987.563     -5361.175       873.269           1.556289          -0.082583          -7.533938        7.591     -176.025     360.590    -0.683122    -0.670045    -0.290490    -0.539493     0.841989     0.001525
 9 Nov 2028 04:57:00.000      4031.901     -5360.505       646.781           1.399354           0.127230          -7.563774        5.641     -175.839     360.730    -0.683118    -0.670048    -0.290491    -0.541334     0.840807     0.001530
 9 Nov 2028 04:57:30.000      4071.508     -5353.543       419.532           1.240790           0.336876          -7.584702        3.691     -175.654     360.912    -0.683115    -0.670052    -0.290491    -0.543172     0.839620     0.001536
 9 Nov 2028 04:58:00.000      4106.335     -5340.297       191.788           1.080786           0.546105          -7.596701        1.741     -175.471     361.136    -0.683111    -0.670055    -0.290491    -0.545007     0.838430     0.001541
 9 Nov 2028 04:58:30.000      4136.342     -5320.783       -36.181           0.919531           0.754669          -7.599757       -0.209     -175.289     361.401    -0.683108    -0.670058    -0.290492    -0.546840     0.837236     0.001546
 9 Nov 2028 04:59:00.000      4161.496     -5295.026      -264.108           0.757218           0.962322          -7.593869       -2.159     -175.106     361.708    -0.683104    -0.670062    -0.290492    -0.548670     0.836037     0.001551
 9 Nov 2028 04:59:30.000      4181.767     -5263.056      -491.724           0.594039           1.168817          -7.579046       -4.109     -174.923     362.055    -0.683101    -0.670065    -0.290492    -0.550498     0.834835     0.001556
 9 Nov 2028 05:00:00.000      4197.131     -5224.911      -718.761           0.430187           1.373909          -7.555310       -6.058     -174.739     362.442    -0.683097    -0.670069    -0.290492    -0.552323     0.833629     0.001561
 9 Nov 2028 05:00:30.000      4207.573     -5180.638      -944.954           0.265858           1.577356          -7.522690       -8.007     -174.552     362.869    -0.683094    -0.670073    -0.290492    -0.554145     0.832419     0.001567
 9 Nov 2028 05:01:00.000      4213.080     -5130.288     -1170.034           0.101244           1.778917          -7.481228       -9.955     -174.362     363.334    -0.683090    -0.670076    -0.290492    -0.555965     0.831204     0.001572
 9 Nov 2028 05:01:30.000      4213.647     -5073.924     -1393.739          -0.063457           1.978355          -7.430978      -11.902     -174.168     363.836    -0.683086    -0.670080    -0.290492    -0.557782     0.829986     0.001577
 9 Nov 2028 05:02:00.000      4209.274     -5011.611     -1615.806          -0.228051           2.175434          -7.372001      -13.848     -173.970     364.374    -0.683083    -0.670084    -0.290492    -0.559596     0.828764     0.001582
 9 Nov 2028 05:02:30.000      4199.967     -4943.424     -1835.973          -0.392345           2.369921          -7.304370      -15.794     -173.767     364.945    -0.683079    -0.670088    -0.290492    -0.561408     0.827538     0.001587
 9 Nov 2028 05:03:00.000      4185.738     -4869.444     -2053.982          -0.556142           2.561589          -7.228170      -17.738     -173.557     365.549    -0.683075    -0.670092    -0.290492    -0.563217     0.826308     0.001592
 9 Nov 2028 05:03:30.000      4166.605     -4789.759     -2269.578          -0.719251           2.750212          -7.143495      -19.681     -173.340     366.183    -0.683071    -0.670095    -0.290492    -0.565023     0.825073     0.001597
 9 Nov 2028 05:04:00.000      4142.592     -4704.464     -2482.508          -0.881477           2.935568          -7.050450      -21.622     -173.115     366.845    -0.683067    -0.670099    -0.290492    -0.566827     0.823835     0.001603
 9 Nov 2028 05:04:30.000      4113.727     -4613.660     -2692.523          -1.042631           3.117440          -6.949147      -23.563     -172.881     367.533    -0.683063    -0.670103    -0.290492    -0.568628     0.822593     0.001608
 9 Nov 2028 05:05:00.000      4080.046     -4517.454     -2899.376          -1.202522           3.295616          -6.839712      -25.501     -172.635     368.245    -0.683059    -0.670107    -0.290492    -0.570426     0.821348     0.001613
 9 Nov 2028 05:05:30.000      4041.590     -4415.962     -3102.825          -1.360963           3.469888          -6.722277      -27.438     -172.378     368.978    -0.683055    -0.670112    -0.290492    -0.572221     0.820098     0.001618
 9 Nov 2028 05:06:00.000      3998.405     -4309.302     -3302.634          -1.517769           3.640054          -6.596987      -29.373     -172.107     369.729    -0.683051    -0.670116    -0.290492    -0.574014     0.818844     0.001623
 9 Nov 2028 05:06:30.000      3950.542     -4197.601     -3498.568          -1.672757           3.805915          -6.463992      -31.305     -171.821     370.497    -0.683047    -0.670120    -0.290492    -0.575804     0.817586     0.001628
